,DC_mu_T5,DC_mu_P3,DC_mu_F3,DC_mu_F7,DC_mu_F8,DC_mu_F4,DC_mu_P4,DC_mu_T6,Pow1_mu_T5,Pow1_mu_P3,Pow1_mu_F3,Pow1_mu_F7,Pow1_mu_F8,Pow1_mu_F4,Pow1_mu_P4,Pow1_mu_T6,Pow2_mu_T5,Pow2_mu_P3,Pow2_mu_F3,Pow2_mu_F7,Pow2_mu_F8,Pow2_mu_F4,Pow2_mu_P4,Pow2_mu_T6
20,1.1759727042972468,1.0632537235278097,1.0658084556434824,1.237815525164214,1.298574127392221,1.3381584664853774,1.1654454572675608,1.0494706106014915,2.8974899117689037,2.765840477010604,2.6081846525178927,2.611923035041059,2.738161725761115,2.619902391188832,2.6186233398055254,2.6532854699208954,2.698465127125598,2.615806652192705,2.495806774659832,2.5076007826382045,2.8146451035179663,2.748911132760253,2.544843871785844,2.4817031933269944
21,1.3738046640823367,1.158011171269437,1.2045205929583338,1.289843047925772,1.3512867334105698,1.3113163208118501,1.1405147238827755,1.0576850727703642,2.7220451452682752,2.516164352518817,2.4319459505872514,2.389381594111619,2.7003363667275595,2.5777812904409125,2.5945129351088245,2.5744931082813998,2.9406976324664154,2.7955309716043866,2.656441666580406,2.3544332330078657,3.2809741890346285,3.240364272371985,3.249034320810241,2.970934585933449
22,1.410603119680624,1.132790233967062,1.2459001448385612,1.3571082674796522,1.458881977921055,1.290178336795972,1.249832474704362,1.1262686980173209,2.9384032939262448,2.753513865087853,2.7276198279355923,2.7540390012374485,2.661824021762059,2.7572498303183566,2.6294173901303592,2.676887749031483,2.8622642363741213,2.7308171934023107,2.799445970743052,2.9502724098951507,2.8717025523371125,2.6904292900281,2.628674781574426,2.672918371259657
23,1.1550441783397678,1.065455869200082,1.0160320514060222,1.0312920371601253,1.0615117013026636,1.159050006510086,1.0201960300314057,1.0145499235026432,2.802420710145061,2.5866819963282817,2.57806621093034,2.529298779316236,2.6858637057651884,2.5844787724595317,2.518068900425624,2.5453682403012348,2.765603052138709,2.8826431837138666,2.7087961929815108,2.6742658883921075,2.8746463094031363,2.6749944252812528,2.7070445758604254,2.502523171073493
24,1.1337212654796531,1.0282290893015122,0.973552198533974,0.9859933548716802,1.0407635665380075,1.0788469182555565,0.9922629374133112,0.9645132779482356,2.9023507131883983,2.718437034024434,2.514824740310184,2.4544611850324847,2.5665129984391157,2.4978589437650083,2.460467099104936,2.486666722495627,2.7361217004338365,2.655774397334832,2.6000290425143997,2.3911224101985478,2.9781120954888185,2.8005927617412443,2.7815475405578085,2.310163641790548
25,1.9266845266301504,1.2338273828394846,1.1973756438459942,1.860816956715436,1.2203957984132603,1.179782001936779,1.0538899582775691,1.0599806895115842,2.8736104404357765,2.7393159817843453,2.7797044181158426,2.712543510567207,2.8453019929237797,2.7808694098440365,2.731146721199544,2.7383211515553487,3.118402829620118,2.789210123965102,2.5684159841319323,3.835300564082498,2.990565592408395,2.850620583989305,2.680268132656431,2.4508725151735704
26,1.6431473838234962,1.0890825035660625,1.2115450686569096,1.618999979854031,1.2893438543680693,1.2638793075897337,1.1644095915136017,1.0831640704785102,2.936837029125285,2.7912262225289703,2.8277011851205662,2.576615102115214,2.601773357307255,2.657613393947304,2.7076970846530206,2.661585154404301,2.8774349696848187,2.951310272638531,2.9766653346470826,3.3729474625546976,2.9562111148028465,3.1865008282721456,2.9525165656106176,2.782603192763272
27,1.196767876847184,1.0865648628943003,1.0882029010973149,1.0612114923670999,1.091748818269888,1.1475985586128084,1.0641887750633685,1.0233635412125857,3.004957552540958,2.7341024475447733,2.8282747788154334,2.518591973248409,2.7255271702271897,2.71543037820898,2.658819837232225,2.668337122015679,3.202814473139391,2.939383070117307,2.8910067959652936,2.785629799666698,2.924092336980085,2.9979153588943417,2.9597056308932785,2.599507601535622
28,1.5570200503259215,1.087952591884623,1.1056953743123856,1.406043683647196,1.1231179822308537,1.2034952266433794,1.0208307532594167,0.9918953787679357,2.8195757498954164,2.7698618791912724,2.7100242729222184,2.6811383505257758,2.701995242057284,2.724662014663757,2.66567152492577,2.5920148652482853,3.2539340034062136,2.8759293298251136,2.7259588105651047,2.8719123618257907,2.7462064134491246,2.7399352230557623,2.742270105479101,2.552220184459732
29,1.5604276735912146,1.088904112763334,1.1603968058582368,1.4032511284888478,1.1988336193163096,1.1739547344044567,1.0917910340165102,1.032223948496082,2.753211088442149,2.714802490226819,2.8209231604818723,2.4875962663512325,2.5975582044003858,2.6421911627946004,2.5947632916755348,2.6028604101033155,2.9405742889589828,2.6781317111053107,2.654319549986764,2.9979857595347417,2.6913677039413697,2.6309165210806364,2.770682452494949,2.5115358641446077
30,1.1005111784970325,1.0349051726393783,1.0187442785916017,1.0185374364312658,1.0275227219735314,1.146650035167181,1.022697998389654,0.9818431344259448,2.896315873703704,2.7734160087287405,2.6548741727017258,2.5472002873019908,2.6083154107241837,2.5603700962820874,2.61232880433226,2.6190361955167063,2.760398858588006,2.5969121686637053,2.7718191078747583,2.5981542466435013,2.7862955824128885,2.8644019365971336,3.055161903737313,2.7703090313070717
31,1.6118398763682047,1.1334707002441782,1.1700163332023408,1.4215083158125497,1.2001666574264642,1.204429734470863,1.1048223774167705,1.03775235943972,2.8319502419630562,2.621949720618026,2.6788303218596274,2.6138495840982454,2.6149788132870526,2.5866411532072817,2.6212674075397433,2.6285110188409195,3.1563269591342045,2.7486911701454053,2.685020433144844,3.0169601114718816,2.9952358196911244,2.9033850226437727,2.815821723599475,2.399684005816388
32,1.7742925607708444,1.1863240867241054,1.2764929921802588,1.5765703171122167,1.2097934876985628,1.2153589950862211,1.0709948022255236,1.0172372180843356,2.9363899551090133,2.735230024477736,3.0263854243551886,2.6787219759715195,2.703785634862013,2.661194755274406,2.62163999492778,2.6325245593011783,3.71010133637826,2.6240654495433464,2.9891149783676734,3.4683674322900893,2.957379668755056,2.87752588793678,2.9376836502983545,2.5684027740909365
33,1.1449976512433624,1.0335332183468111,1.0166289733153089,1.0625039880951823,1.034913617286066,1.1362040251869032,1.0166939453460608,0.9810218114216092,2.8541872778200013,2.7451807334099763,2.6163814708947477,2.5421112584550754,2.671168232412644,2.6841212302858946,2.6208906345924814,2.5846064439508685,2.8304873515410844,2.865116736664348,2.792950680113288,2.7314878598674484,2.9758304611147723,3.1346406681005385,3.0976813345306766,2.8273620902657317
34,1.653070503673889,1.1372254199513083,1.2400831782641475,1.5173863524325248,1.2044226388579289,1.205056681436277,1.1047640915393138,1.062345421152218,2.7986254699876127,2.5794635386946165,2.7056864603538067,2.4289471657364494,2.56858395624444,2.5465494828326296,2.49334356596942,2.4989238064405312,2.9362660952966126,2.75060991913286,2.666182654757268,3.080056621944753,3.0571508101148663,2.863716106131837,2.7415555942037497,2.6695314918216018
35,1.933333655483348,1.2046005403692732,1.2333324407317772,2.0223589965327733,1.129994882088771,1.1149801129815224,1.087311494896101,1.078437819277247,2.8800178143284345,2.7495594692446153,2.9612853130013943,2.7238224505479685,2.684265743946728,2.580350734185729,2.560408098513251,2.6067362124284936,3.0945848642082727,2.5056852110775814,3.0846338673009224,3.770159745969227,3.022692978736244,2.9609571298259847,2.805279431315965,2.72553433535422
36,1.1104324582346972,1.03301181275427,0.9984577123921212,1.3063834569131,1.0915079783873705,1.1591558192610334,1.0054173806627729,0.9635976929712248,2.790161748041971,2.6241964294553024,2.505227918530496,2.5253241050762734,2.684054123319345,2.606182733801265,2.5234430066563367,2.5181379078709365,2.6059654340781706,2.699479907083284,2.5607990696658525,3.362059780812924,3.328207117358107,3.2301495629652046,2.965522567051248,2.691683239466239
37,1.655716501404256,1.093585254301379,1.168453014487127,1.6849215985306962,1.17187598814608,1.1934675126752103,1.0872882105458044,1.0342712121380666,2.8808120714035867,2.737222032812036,2.6052452123019734,2.6040718214151983,2.7379341262938506,2.662097784003536,2.5743142386816937,2.5916354214942867,3.0750695560398764,2.4295447282931097,2.688369107117777,3.41399030682486,3.0696194880263965,3.093496977214083,3.0738315005241335,2.7606965355075133
38,1.3532700611202555,1.1655968835042219,1.2626900799703886,1.309812222494614,1.1862254752948436,1.1695568849518179,1.1085419910624614,1.0959794405487362,3.0192519462021963,2.8914313029832286,2.7830755852320204,2.7169163241017316,2.8134775561135816,2.788633146432057,2.7138119557426683,2.7535237849100915,2.935302827675601,2.7685092462159515,2.7373419367117293,2.858473844269451,2.900783718008469,2.973929371772692,3.111966359450888,2.9840148386903738
39,1.9081535172511144,1.2371668885058151,1.3061004756665928,2.0099465035292576,1.283873443976003,1.1660177676288357,1.087301075130018,1.037266813421068,2.554362160833896,2.504674745537043,2.802366281410124,2.5829092440687744,2.64214853664,2.594479635945554,2.5611815807918967,2.5886235486014684,2.9421677405594533,2.537827147331812,2.6964277053941075,3.7893883513595785,3.0243205133568583,2.6938078073307667,2.5462540084563443,2.513359613745501
40,1.1926571316627863,1.1479397150701718,1.221422972482064,1.4465613924377894,2.896611769171971,1.2239244423065914,1.4498858006842716,1.3123466626098694,2.875408432308189,2.722469715517528,2.700597219273342,2.6742252854117754,3.5919551435260253,2.7117483563146263,2.8748101946134703,2.674955533585134,3.0362643136610767,2.7628910122482,2.601493114932074,2.8540013487827625,5.974258290549176,3.2200289401567566,3.244530214841493,2.9155950426219137
41,1.1490382458808484,1.0553139797234428,1.037438409767144,1.1466659727855562,1.9105436161498057,1.1193881083070796,1.1298268990386515,1.0517093655616871,2.8209538681720376,2.769227823968443,2.6234439600039807,2.6461309462978346,3.1605254926713884,2.7433977832281493,2.669454990462268,2.6345514996480417,2.699260870420231,2.7258465749177265,2.6258709929194355,2.8732859282786856,4.142529457570172,3.0749860428244844,2.8935336252796424,2.7256256627968702
42,1.1615842888123131,1.0876857187980589,1.0329748943677721,1.0869120516035649,2.720397696117556,1.178789564548925,1.2722747174958136,1.1507444325036156,2.9331808151869647,2.6755548154701976,2.6886553816135463,2.6931152044257085,3.4838566713326338,2.9431914666028147,2.927211549698424,2.8688331253627544,2.864771557097853,2.596450443976201,2.683608354045265,2.9100101144001065,5.749067253161037,2.794218223262423,2.5663460597728007,2.5031649470579485
43,1.1278701029628635,1.0710771423947805,1.0262705545899182,1.136081008323956,2.634223792994239,1.1663187635433654,1.1159252467809189,1.0497352050287718,2.890484464242017,2.6861712477975117,2.7151020486114934,2.5941757826931733,3.6155881638553655,2.622820803662638,2.613523711171017,2.62399052590116,2.907021086916062,2.7770787140667115,2.93693184007382,2.9377878886696376,5.541529046096857,3.0987123255281728,2.9563490346711805,2.7177228626410077
44,1.1418965091164874,1.0704352231226273,1.1072017180719538,1.1626676759729695,1.9727073597460907,1.2449360544265136,1.1205025281675411,1.058866487492221,2.898632503685109,2.673495686507713,2.5757945331561203,2.600447851770588,2.8421536819813977,2.6114407438025933,2.5438816120786663,2.5710784723168136,2.7567992569742517,2.5107296140227167,2.5546416576631943,2.79430531053816,3.5848688370205486,2.874068994754602,2.7294439264690347,2.507822327303313
45,1.1911560409635484,1.1466891297163793,1.1328596888661209,1.2442969930191312,2.7642358142260317,1.1681232718608965,1.2813542018935948,1.1916381690848483,2.8275972713542514,2.693248197252894,2.609286356095585,2.598880073437518,3.4122537688867585,2.5544038144116685,2.6254522911561926,2.6464070634747574,2.8607827356272053,2.7200787478397057,2.701052300681244,2.912518840099672,5.532580337745251,2.8279108669812487,2.6247406321667976,2.6624575269942925
46,1.2055268150867773,1.1184533172098188,1.0868485126996308,1.154605468646951,2.5474867864993227,1.2128338422559086,1.2391363949491008,1.1549490537903415,3.030551023564825,2.823764729991712,2.770986032095056,2.7861379978385417,3.6082097088529728,2.900077675305852,2.8434637154162274,2.8950943860044664,2.6339408555014057,2.5430427964547357,2.683925451768105,2.649319210452848,5.635458978253267,3.237536796409862,2.7063215473160933,2.812680997061386
47,1.133962298163444,1.1021460366700917,1.0435732041854298,1.1552907025955508,2.257678424077937,1.0825616536949143,1.0786138319617904,1.0051681855470749,2.8269091046875303,2.8060236974473782,2.6620680412386952,2.609938050358376,3.1139689504716044,2.63956351028792,2.719124067898521,2.6248646538700333,2.5997870682089914,2.8736826499947323,2.4976094723442794,2.5878486349348107,4.742889106214263,2.669692359346501,2.7520481020824645,2.5002751985608325
48,1.1510585968365112,1.1130857353663417,1.1398477026570684,1.1630463407259042,2.497196942121524,1.240535257963993,1.0987445050813944,1.021224875041994,2.895587999897863,2.7958680345395903,2.700322665754204,2.7025544313054066,3.527080417917081,2.7512559621629937,2.7599518878330795,2.729190416687969,2.6723399193742057,2.543872953862405,2.686680312628156,2.814040416164428,5.685094085100298,2.540028396948816,2.510209361953306,2.6197826064234553
49,1.1478973740891762,1.0998687815434691,1.0839242629465464,1.1056087879239742,2.4444944289537074,1.2835572104004618,1.1148698442043223,1.0131150931498114,2.900416177187197,2.7845500074446186,2.7561395150997128,2.7688036253097623,3.4979993766385102,2.668203193086219,2.6319720249740763,2.660790821758524,2.4959067418805385,2.7727047889658154,2.82146886064156,2.762397486345854,5.466563849679084,2.9935228597805734,2.7169219641471565,2.6285959555845824
50,1.1802284898556221,1.1113337762892146,1.1133331358329153,1.1983013757687582,2.071079003976604,1.2393591705768339,1.1306821387586499,1.0646988808817262,3.049530545650156,2.8408040429750465,2.781234094671389,2.8148138276334778,3.403887595384788,2.7940378505687185,2.839889989446704,2.7595779146214507,2.751385134889871,2.7362338985690497,2.5985275259226728,2.777421127087211,4.431734460378458,2.9101668913419187,2.6854890813339294,2.7578018516370686
51,1.1688364075940494,1.0918079372818177,1.0906893802616646,1.1688649620458862,2.5486874498555068,1.2234572344365866,1.1831392199420765,1.0346784549536383,2.9492149757479447,2.6905562132438527,2.5891841522686545,2.6690805191919846,3.4295364409009963,2.615796549340145,2.6262574144481814,2.5304449331850543,2.714995761197244,2.515419179264593,2.585065035302661,2.575720575521567,5.4535353302842235,3.010490005482359,2.7984836845983185,2.7225280783182715
52,1.1390076021164757,1.1087687929055554,1.0973433276724198,1.1607161837609716,2.4497625957844247,1.2443821337556358,1.1586724166141582,1.039531469443312,2.855593607972936,2.850403957331273,2.749149888712768,2.7276166010076057,3.4566278931876893,2.8016978627809226,2.779207810840541,2.7408031766792824,2.718232169074488,2.7904404068769235,2.715003540946391,2.818762458815568,5.313259770507353,2.9727395923331867,2.778206760205146,2.6671726577705877
53,1.1116942231386713,1.0633257506471556,1.003905439386636,1.1226622594870812,1.8341946624801972,1.115484889442128,1.0289899559872009,0.964570145860979,2.84247835983221,2.7136926146029197,2.5886505360348293,2.5546214373341942,2.9914431442503973,2.6233839239504078,2.6506352335618746,2.6162551592819767,2.4307752086502483,2.486906958355487,2.607080693795432,2.7819709713497254,4.061550718922224,2.8196623472870384,2.7649064067378046,2.601968942264845
54,1.2351756829352445,1.2219315435911928,1.2448916326035873,1.1860122660005128,2.5383958727538065,1.2239067139376516,1.24470807447527,1.097802065033748,2.605733350871588,2.6743889521185897,2.5604715655715844,2.539431307970611,3.3175490578809415,2.6991239445670088,2.7066900469213344,2.6375684296389226,3.0820634876769044,2.604959731304756,2.4577214148249475,2.7966642785063347,5.4071319627553835,3.0984270603635085,2.8612263653267096,2.8526643243923653
55,1.2840360218870963,2.1441668772584794,2.0439760488974787,1.6218638331078907,1.7873678247446556,2.2494198986671887,2.6838412726760916,1.2527195160371667,2.9116520107975297,3.3789286503830827,4.080376685629474,3.342271384625936,3.786777387524048,4.215820962326326,3.820526457259661,2.935773086505457,2.9919373266676264,4.845911710527682,3.816374584302452,3.5614086876033553,3.589012965728084,4.185401284276882,5.152129861335537,2.7108915024209708
56,1.2618617655524609,2.0659623194829333,1.5801689963752414,1.3398412700292353,1.6969397556118953,2.1816595774211134,2.5011783787896174,1.1750229925747429,3.1062500635349286,2.9963813519775497,3.035872072210412,2.832752660440291,3.287200835166236,3.3032813578441416,3.4222766093689567,2.792664757442368,3.0455360413035257,3.541440156993016,3.1831107241486416,3.0903673886837946,3.205886661367512,3.7023819757617935,4.536066438787941,2.9743970243981366
57,1.4011345192431732,2.660170245568836,2.1414415279214243,1.7364611866627966,1.6953636580516918,2.3401643237864027,2.8109136379486257,1.3286117558398003,3.00091899514494,3.5123977248390226,4.434207443537049,4.2276271150830445,3.784932518320356,4.2165074815687476,3.6944290155376267,3.0460891531774337,2.9184155077243434,4.923758914817721,4.197281448834802,3.4715142749531496,3.622760822954132,4.4141315530454825,4.689348194722067,2.8673563871944983
58,1.275333224862058,2.259654787622192,1.9881065781577367,1.6005589760645271,1.5670090671782897,2.177815761899351,2.438838583729821,1.1893887901637443,3.069489267852823,3.388995244909608,4.271755548204721,3.723713525329507,3.8348190301833145,3.990945099468419,3.5710990560066094,2.9996717778586346,2.995637444493956,4.562350086645648,4.1943060786804045,3.0641602278241367,3.171708396597636,4.8096981075059,4.6378163509853385,2.4684297492381955
59,1.1925516602487811,2.249925749441372,1.7187161183903241,1.4110578729954566,1.4485919081333059,2.126292951197915,2.4329799919268957,1.1465344841650045,2.9131326558970136,2.7831452130585563,2.8602312914835735,2.810140974003068,3.2017174732984004,3.266240529699357,3.1635628814591112,2.6916258378115563,2.765221999918924,3.8607804881181464,3.8522582421510223,2.790661301318389,2.742347869076941,3.279713471478133,3.867486141088282,2.4198466824380622
60,1.3146264600600028,2.4687055360849453,2.1590622458578954,1.6289647448987918,1.5251587185367939,2.5311462991657003,1.389328908315531,1.1535189638551788,2.9218585851470826,3.5770710040348432,4.1520218394718125,3.754689111205445,3.6974086138598015,3.681311091024837,3.1981941869933594,2.943218410576206,2.9202359071014805,4.372273612399939,4.151610392937556,3.5332687865445305,3.26848044051116,4.715420841913065,3.2829932498749894,2.9396811575412487
61,1.2137773840736377,2.129562438113948,1.91681827152856,1.5355784414272935,1.4546994894380272,2.299339919071774,1.7001725217710089,1.1084813998657048,2.9470705079112203,3.1691110519917016,3.7810288358863136,3.716938760764497,3.5774726673678647,3.7090132395052384,2.975924304625498,2.6901591181877014,2.9356602080567447,3.476503084763107,4.1024243287594775,3.1943051633192465,3.154708945903096,5.174880036976925,3.540887973541755,2.93909563974888
62,1.2253390498015244,2.096326599877762,1.640068268476481,1.5123328031064955,1.4811124796605697,2.3220184308510934,1.6905731577613383,1.0814592338660003,3.0815490077335306,2.8411164543637346,2.931808848234198,2.7534716625233533,3.1125831363775203,2.9539394118182414,2.9847098914022783,2.7669248063627547,2.9158757555537878,3.2536132187303632,3.509499865586825,3.019832332238074,3.013270224726726,3.167247907717275,2.9145691523262096,2.6771382861238817
