,DC_mu_T5,DC_mu_P3,DC_mu_F3,DC_mu_F7,DC_mu_F8,DC_mu_F4,DC_mu_P4,DC_mu_T6,Pow1_mu_T5,Pow1_mu_P3,Pow1_mu_F3,Pow1_mu_F7,Pow1_mu_F8,Pow1_mu_F4,Pow1_mu_P4,Pow1_mu_T6,Pow2_mu_T5,Pow2_mu_P3,Pow2_mu_F3,Pow2_mu_F7,Pow2_mu_F8,Pow2_mu_F4,Pow2_mu_P4,Pow2_mu_T6
0,0.6559168023956388,0.9432199520241856,0.8423484441316186,0.850749435145293,0.8242156091952622,0.8750212843854861,0.9753809486111592,0.8222174838404438,1.6138792764628316,2.151376003862885,1.9619993360299013,1.9231524365853017,2.131303180985679,2.049189296085884,2.0439735508823227,2.019056963342403,2.352736451773106,2.750941903509382,2.418328140117972,1.8675034320877897,2.5250029252661794,2.284931177076849,2.40284725082864,2.190748414515721
1,0.8190791942958172,1.0395619255029929,0.9808657011580753,1.0280531178336434,1.0916921267232225,1.1325152924978457,1.1498998997398708,0.9269433246159516,1.9769109554321984,2.238433843040437,2.2749342131530943,2.422757312594309,2.277437868951671,2.3194448670383974,2.2124644961768536,2.2060600138364514,2.5483952066819664,2.8675810410217104,2.7553719650455792,2.6168125326568443,3.2438259754217618,3.189862868969336,2.989832008366672,2.6867442697512347
2,0.7824747970817009,0.9776708998493662,0.9314584620441484,0.8944584508408491,0.8904245331468408,0.9103053242230942,0.9832498045815316,0.8613128594838259,2.0406844534224,2.2438483300561045,2.322628765854939,2.2852574422164147,2.3956667511265253,2.2913855532144787,2.259191325970372,2.2499081667579466,2.068030369387672,2.5661674651481245,2.3096878332546003,2.228705831768192,2.2142732336130093,2.5052152892509785,2.62661328826976,2.582545654162067
3,0.7842404990052214,1.0729351265084932,1.0458307805741924,1.1322252250576057,1.1854884561141277,1.080918052489827,1.05334921598329,0.9338161217904088,1.909933157512799,2.1169276352012982,2.1924822820148173,2.144206764925165,2.4464023996577406,2.230444307857144,2.1811579412412003,2.1928924719978324,2.574387956122699,3.15155678226562,3.0372328838534903,2.901775644986884,3.348890072003084,3.321273150497716,3.148397947661281,2.928980812687328
4,0.7786755873576109,0.966068484268004,0.9857025069302334,1.1769459845425752,1.2848228148571366,1.204078268429064,1.107331514498708,0.9958557339336956,2.128730481760772,2.2954028271201574,2.2039152551929484,2.3901900379523635,2.4068406625859278,2.3792842084251693,2.416273302648538,2.3524878448287447,2.1575882985728034,2.7446817647298123,2.8026361441249183,3.096655294840557,3.089417993005417,3.3214381792550265,3.0736186748208127,2.9269975856015478
5,0.7240672048269742,0.9515478021529312,0.8989567801969969,0.9241367146207308,0.9182641673367131,0.9418665358020881,0.9835172048259324,0.9080080218632424,1.9486839911622365,2.30255469095228,2.2144229750829005,2.1682333998215944,2.2372528080696696,2.316984517005348,2.1880184539744354,2.265851241709688,2.1254078040565716,2.4754521386521984,2.4020820023231333,2.5736694256388577,2.5203574454292896,2.7452392951824236,2.807562781654964,2.7705737695567105
6,0.7200125319146607,1.003876992523356,0.985147620729174,0.9829580191944828,0.9951002010127354,0.9974247665856484,1.0254757688595295,0.9072905712669338,1.7794013523935726,2.1334646008612315,2.0113270596805197,2.1402371404472422,2.116660605571836,2.1237923579900944,2.065388370849509,2.1067447165317708,2.3227937248828767,2.983295574196611,3.029898202254279,3.0250357767619134,2.855112535868165,2.9219512135788244,2.708055651353761,2.571663965351348
7,0.7198907206481565,0.9174815725034309,0.9272657226262716,0.993834195626612,1.054491550815979,0.9822821116989952,1.0249146896601995,0.8913275335567237,1.860055313314663,2.052986961399524,2.0196969565337235,2.2780803779001872,2.041916988161613,2.161159551844385,2.0567245350914063,2.063268839986704,2.481109083849323,2.85515704338836,2.6406162974133243,2.6512079331361127,2.6797946075043484,2.734322430141145,2.576546548238863,2.525637150187136
8,0.7449291690726969,0.9458633922354622,0.8627741109327837,0.8319800348930371,0.8313427346852496,0.9061669956000278,0.9669341524240744,0.8931447917353064,1.851129864753768,1.924224003814711,2.0426967545105805,2.088646334956972,2.1017321230808377,2.060861635979271,2.0289194556166827,2.0338320770017035,2.153991756461905,2.639011224130727,2.3931235287605133,2.5398615030248624,2.4550834034266344,2.6239322412564743,2.554528810195895,2.180801637594068
9,0.6993752968378568,0.9968009828837712,0.8901055066393548,0.8279942951023033,0.8466196520398337,0.893783045272457,1.0310796769729336,0.8751051626956197,1.8230065135715423,2.21885263339044,2.1426283686889462,2.0405547207703494,2.1250619364556593,2.099806779116701,2.184517308233357,2.10832156370152,2.220430604537744,2.5746451912603123,2.660626860576365,2.574762558406908,2.5807039570808987,2.840054016011154,2.7414840057003067,2.718465292656607
